date,consumer_price,house_loan,building_space,interest_idx,housing_price
2008-01-01,83.295,107433.5,2450110,5.81,86.2
2008-02-01,83.530,106294.4,1564646,5.28,86.9
2008-03-01,84.076,106393.8,2308361,5.25,88.7
2008-04-01,84.466,107235.2,4426592,5.38,90.7
2008-05-01,85.013,107892.2,2764751,5.36,92.1
2008-06-01,85.403,108322.4,2328210,5.36,93.7
2008-07-01,85.949,109336.9,3706873,5.52,94.6
2008-08-01,85.872,109710.9,2765946,5.77,95.0
2008-09-01,86.106,110055.4,2274792,5.79,95.4
2008-10-01,86.184,110207.2,2587747,6.03,95.4
2008-11-01,86.028,110702.3,3469658,5.62,94.8
2008-12-01,86.184,111182.1,7814324,4.68,93.5
2009-01-01,86.418,112031.2,904537,3.22,92.8
2009-02-01,86.808,112388.7,1174718,2.70,92.7
2009-03-01,87.355,113018.5,1772973,2.45,92.6
2009-04-01,87.589,113246.2,1806060,2.42,92.8
2009-05-01,87.589,114235.4,1763833,2.41,92.9
2009-06-01,87.589,115443.3,3287041,2.41,93.2
2009-07-01,87.901,116903.6,2303239,2.41,93.9
2009-08-01,88.135,117591.7,3154749,2.48,94.4
2009-09-01,88.214,116951.9,4872123,2.64,95.5
2009-10-01,88.057,117460.4,2400028,2.79,95.9
2009-11-01,88.135,117896.0,3766780,2.79,96.0
2009-12-01,88.447,118429.8,14711344.1,2.82,96.1
2010-01-01,88.974,118215.3,1450384,2.88,96.2
2010-02-01,89.154,118481.4,1758272,2.88,96.4
2010-03-01,89.515,119222.8,3176281,2.83,96.5
2010-04-01,89.875,119864.2,3964877,2.51,96.5
2010-05-01,89.875,120493.6,5002321,2.45,96.2
2010-06-01,89.695,121130.5,3094576,2.45,96.0
2010-07-01,89.965,122113.4,2727988,2.58,95.7
2010-08-01,90.416,121812.7,2097611,2.63,95.3
2010-09-01,91.227,122165.4,2476765,2.66,95.1
2010-10-01,91.227,122853.2,2750731,2.66,95.0
2010-11-01,90.777,123508.1,6687698,2.73,95.0
2010-12-01,91.047,124107.3,16276236,2.80,95.0
2011-01-01,92.039,124710.3,3516173,2.93,95.2
2011-02-01,92.580,125280.3,2368383,3.13,95.4
2011-03-01,92.940,126216.0,3526572,3.35,95.6
2011-04-01,93.030,126822.7,5247208,3.40,95.7
2011-05-01,93.211,126687.8,4133207,3.46,95.9
2011-06-01,93.391,127018.0,3853649,3.53,95.8
2011-07-01,93.842,127536.8,4020599,3.59,95.8
2011-08-01,94.473,127651.6,6326208,3.59,95.9
2011-09-01,94.382,128044.9,5643380,3.58,95.9
2011-10-01,94.292,128497.6,5462021,3.58,95.9
2011-11-01,94.292,129001.2,3654836,3.56,95.8
2011-12-01,94.563,129389.5,8804754,3.55,95.7
2012-01-01,95.086,128780.1,3552949,3.55,95.5
2012-02-01,95.482,128685.7,3401704,3.53,95.4
2012-03-01,95.608,128734.1,4283486,3.54,95.1
2012-04-01,95.644,128727.8,4751129,3.54,94.6
2012-05-01,95.744,128511.4,4961001,3.54,94.2
2012-06-01,95.644,128578.4,4680642,3.54,93.8
2012-07-01,95.590,128199.5,4472888,3.34,93.3
2012-08-01,96.158,127699.1,3963046,3.19,92.8
2012-09-01,96.807,127010.2,5290110,3.14,92.3
2012-10-01,96.564,126580.8,4601583,2.93,91.9
2012-11-01,96.185,126096.5,4104397,2.85,91.6
2012-12-01,96.384,126569.8,11192992,2.88,91.1
2013-01-01,96.907,125883.7,2945686,2.86,90.7
2013-02-01,97.177,125338.6,2404310,2.83,90.4
2013-03-01,97.087,125078.4,3926408,2.81,90.3
2013-04-01,97.069,124678.2,3521984,2.80,90.3
2013-05-01,97.069,125056.8,3685630,2.72,90.5
2013-06-01,96.925,125500.5,3767757,2.69,90.3
2013-07-01,97.114,125437.8,4715541,2.68,89.9
2013-08-01,97.465,125667.6,3621269,2.66,89.5
2013-09-01,97.691,125556.5,3915858,2.66,89.5
2013-10-01,97.438,126081.0,3928986,2.66,89.8
2013-11-01,97.429,126408.4,6972515,2.65,89.9
2013-12-01,97.574,127035.2,6831807,2.65,89.8
2014-01-01,98.114,126949.9,2615653,2.65,90.0
2014-02-01,98.313,127728.2,7070212,2.65,90.3
2014-03-01,98.538,128438.2,4403977,2.65,90.5
2014-04-01,98.727,128399.9,5017842,2.65,90.4
2014-05-01,98.881,128903.2,4995748,2.65,90.4
2014-06-01,98.782,129784.1,5540901,2.65,90.3
2014-07-01,98.989,130921.4,5253200,2.65,90.3
2014-08-01,99.232,131869.6,6067172,2.52,90.3
2014-09-01,99.133,133147.8,4789876,2.35,90.5
2014-10-01,98.845,134970.1,5164423,2.21,90.8
2014-11-01,98.727,136373.7,4076561,2.14,90.9
2014-12-01,98.845,137629.0,5939491,2.13,90.9
2015-01-01,99.49,138052.9,3482658,2.13,90.9
2015-02-01,99.56,139228.2,4388918,2.12,91.1
2015-03-01,99.47,141060.9,6189392,1.95,91.4
2015-04-01,99.63,143806.2,6009986,1.81,91.9
2015-05-01,99.82,143928.8,6392792,1.80,92.3
2015-06-01,99.83,140432.2,6675859,1.70,92.8
2015-07-01,100.26,141387.3,12304982,1.65,93.1
2015-08-01,100.51,143353.1,8276454,1.64,93.5
2015-09-01,100.36,145157.6,9303357,1.60,93.9
2015-10-01,100.33,147568.3,7816784,1.58,94.3
2015-11-01,100.18,149085.7,6514316,1.59,94.8
2015-12-01,100.55,151157.6,8164539,1.67,95.0
2016-01-01,100.63,151897.6,5190141,1.67,95.1
2016-02-01,101.03,152080.1,6008538,1.64,95.1
2016-03-01,100.71,153160.2,7298340,1.63,95.1
2016-04-01,100.88,154391.2,7413836,1.61,95.2
2016-05-01,100.92,156076.0,6155742,1.58,95.3
2016-06-01,100.87,158001.3,7978843,1.43,95.5
2016-07-01,100.76,159624.8,7073180,1.36,95.7
2016-08-01,101.15,161830.8,6241777,1.35,96.0
2016-09-01,101.72,163200.0,5074992,1.34,96.2
2016-10-01,101.86,164916.1,6391882,1.35,96.6
2016-11-01,101.73,167171.7,6705028,1.42,97.0
2016-12-01,101.89,167875.7,6888164,1.54,97.1
2017-01-01,102.77,167698.8,4748526,1.50,97.1
2017-02-01,103.00,167852.0,5527846,1.49,97.1
2017-03-01,103.07,168377.3,5437407,1.48,97.3
2017-04-01,102.98,169036.1,4788919,1.43,97.5
2017-05-01,103.12,169838.4,6892649,1.39,97.8
2017-06-01,102.97,171044.5,7178232,1.38,98.5
2017-07-01,103.28,172570.4,5428766,1.39,98.9
2017-08-01,103.89,174607.2,5198270,1.39,99.3
2017-09-01,103.78,174828.7,6614051,1.38,99.4
2017-10-01,103.52,175427.9,6441970,1.38,99.6
2017-11-01,102.86,176351.5,5155183,1.45,100.0
2017-12-01,103.16,176991.0,6842949,1.66,100.6
2018-01-01,103.57,177280.4,4448283,1.66,101.5
2018-02-01,104.32,177150.8,4833860,1.65,102.4
2018-03-01,104.31,177624.2,4865006,1.65,103.0
2018-04-01,104.55,178078.0,5033825,1.65,103.3
2018-05-01,104.56,178762.9,4290317,1.65,103.5
2018-06-01,104.19,178960.1,5295291,1.65,103.8
2018-07-01,104.15,179277.6,6975897,1.65,104.1
2018-08-01,105.04,179981.4,4244820,1.65,104.7
2018-09-01,105.70,181251.5,3585511,1.65,106.0
2018-10-01,105.33,181938.7,3516177,1.68,106.6
2018-11-01,104.77,183394.7,5187897,1.71,106.8
2018-12-01,104.49,183858.0,5047837,1.91,106.8
2019-01-01,104.54,183577.9,3552547,1.87,106.6
2019-02-01,105.07,183974.3,4593642,1.87,106.4
2019-03-01,104.86,184496.7,4911563,1.90,106.2
2019-04-01,105.26,185582.2,3900806,1.86,106.0
2019-05-01,105.31,186359.3,3126135,1.84,105.9
2019-06-01,105.17,186961.8,3197949,1.80,105.9
2019-07-01,104.91,187995.3,3190741,1.68,105.9
2019-08-01,105.21,189603.0,3157155,1.49,106.1
2019-09-01,105.57,190097.9,3785213,1.54,106.3
2019-10-01,105.80,192231.8,4597541,1.46,106.7
2019-11-01,105.24,193327.0,3478660,1.52,107.3
2019-12-01,105.44,194201.6,4749904,1.53,108.2
2020-01-01,106.09,195176.2,2732217,1.47,108.5
2020-02-01,106.06,196654.8,3741499,1.42,108.7
2020-03-01,105.97,198287.6,3701165,1.23,108.9
2020-04-01,105.55,200025.0,3550142,1.10,108.8
2020-05-01,105.32,201328.2,3472225,1.02,108.7
2020-06-01,105.51,202582.3,3511037,0.79,108.9
2020-07-01,105.42,203613.0,4768495,0.79,109.7
2020-08-01,106.05,205553.4,3299859,0.68,110.1
2020-09-01,106.51,208142.8,4147499,0.63,110.4
2020-10-01,105.96,210849.4,4504672,0.63,110.6
2020-11-01,105.88,212534.2,3507700,0.66,110.8
2020-12-01,105.91,214865.7,5125668,0.66,111.1
2008-01-01,82.428,17387.6,2450110,5.81,67.5
2008-02-01,82.970,17216.0,1564646,5.28,67.6
2008-03-01,83.590,17271.7,2308361,5.25,67.8
2008-04-01,84.132,17417.0,4426592,5.38,68.1
2008-05-01,84.829,17367.6,2764751,5.36,68.3
2008-06-01,85.449,17417.8,2328210,5.36,68.6
2008-07-01,86.069,17451.2,3706873,5.52,68.9
2008-08-01,86.147,17555.2,2765946,5.77,69.1
2008-09-01,86.069,17593.1,2274792,5.79,69.4
2008-10-01,86.069,17612.7,2587747,6.03,69.6
2008-11-01,85.836,17761.9,3469658,5.62,69.6
2008-12-01,85.914,17872.1,7814324,4.68,69.6
2009-01-01,85.992,17861.5,904537,3.22,69.6
2009-02-01,86.611,17995.3,1174718,2.70,69.6
2009-03-01,87.231,18051.3,1772973,2.45,69.7
2009-04-01,87.464,18035.1,1806060,2.42,69.8
2009-05-01,87.464,18058.9,1763833,2.41,70.0
2009-06-01,87.309,18067.8,3287041,2.41,70.1
2009-07-01,87.773,18287.6,2303239,2.41,70.2
2009-08-01,88.083,18348.9,3154749,2.48,70.4
2009-09-01,88.083,18191.1,4872123,2.64,71.1
2009-10-01,87.929,18503.3,2400028,2.79,71.5
2009-11-01,88.160,18521.8,3766780,2.79,72.0
2009-12-01,88.393,18542.3,14711344.1,2.82,72.5
2010-01-01,89.047,18532.4,1450384,2.88,72.7
2010-02-01,89.318,18703.5,1758272,2.88,73.3
2010-03-01,89.589,18823.8,3176281,2.83,74.0
2010-04-01,89.859,18993.1,3964877,2.51,74.8
2010-05-01,89.949,19157.4,5002321,2.45,75.5
2010-06-01,89.769,19413.4,3094576,2.45,76.0
2010-07-01,90.040,19759.0,2727988,2.58,76.4
2010-08-01,90.491,19776.2,2097611,2.63,76.8
2010-09-01,91.122,20055.9,2476765,2.66,77.4
2010-10-01,91.393,20167.8,2750731,2.66,78.2
2010-11-01,90.852,20412.2,6687698,2.73,79.2
2010-12-01,91.393,20779.2,16276236,2.80,80.2
2011-01-01,92.566,20840.6,3516173,2.93,81.1
2011-02-01,93.288,21193.3,2368383,3.13,82.4
2011-03-01,93.558,21456.6,3526572,3.35,84.0
2011-04-01,93.829,21826.0,5247208,3.40,87.0
2011-05-01,93.919,22173.1,4133207,3.46,87.4
2011-06-01,94.009,22445.6,3853649,3.53,88.4
2011-07-01,94.460,22846.5,4020599,3.59,89.3
2011-08-01,95.182,23086.9,6326208,3.59,90.1
2011-09-01,95.002,23262.5,5643380,3.58,91.0
2011-10-01,94.912,23449.8,5462021,3.58,91.7
2011-11-01,95.002,23639.2,3654836,3.56,92.6
2011-12-01,95.363,24014.9,8804754,3.55,92.9
2012-01-01,95.696,24054.6,3552949,3.55,92.9
2012-02-01,96.202,24235.3,3401704,3.53,92.7
2012-03-01,96.265,24385.0,4283486,3.54,92.6
2012-04-01,96.319,24544.6,4751129,3.54,92.4
2012-05-01,96.527,24664.9,4961001,3.54,92.2
2012-06-01,96.310,24922.4,4680642,3.54,91.8
2012-07-01,96.084,25094.2,4472888,3.34,91.5
2012-08-01,96.481,25283.9,3963046,3.19,91.2
2012-09-01,97.248,25377.3,5290110,3.14,91.0
2012-10-01,97.149,25545.5,4601583,2.93,91.0
2012-11-01,96.869,25526.8,4104397,2.85,90.9
2012-12-01,97.014,26158.9,11192992,2.88,90.7
2013-01-01,97.717,26067.6,2945686,2.86,90.6
2013-02-01,98.051,26085.2,2404310,2.83,90.4
2013-03-01,97.997,26263.6,3926408,2.81,90.4
2013-04-01,97.735,26350.2,3521984,2.80,90.4
2013-05-01,97.735,26609.3,3685630,2.72,90.5
2013-06-01,97.546,27049.0,3767757,2.69,90.4
2013-07-01,97.708,27154.6,4715541,2.68,90.4
2013-08-01,98.078,27347.8,3621269,2.66,90.3
2013-09-01,98.349,27375.8,3915858,2.66,90.2
2013-10-01,98.060,27639.5,3928986,2.66,90.4
2013-11-01,98.042,27991.8,6972515,2.65,90.4
2013-12-01,98.232,28327.7,6831807,2.65,90.5
2014-01-01,98.818,28448.5,2615653,2.65,90.5
2014-02-01,99.116,28510.4,7070212,2.65,90.6
2014-03-01,99.260,28739.9,4403977,2.65,90.7
2014-04-01,99.197,28983.7,5017842,2.65,90.7
2014-05-01,99.269,29203.6,4995748,2.65,90.8
2014-06-01,99.107,29570.1,5540901,2.65,90.8
2014-07-01,99.179,29820.5,5253200,2.65,90.9
2014-08-01,99.459,29971.7,6067172,2.52,91.0
2014-09-01,99.468,30361.6,4789876,2.35,91.1
2014-10-01,99.170,30782.3,5164423,2.21,91.3
2014-11-01,99.026,31111.4,4076561,2.14,91.4
2014-12-01,98.944,31445.8,5939491,2.13,91.5
2015-01-01,99.92,31484.3,3482658,2.13,91.6
2015-02-01,99.82,31824.0,4388918,2.12,91.8
2015-03-01,99.86,31890.0,6189392,1.95,92.1
2015-04-01,99.90,32349.2,6009986,1.81,92.4
2015-05-01,100.09,32378.3,6392792,1.80,92.7
2015-06-01,100.10,31661.3,6675859,1.70,93.0
2015-07-01,100.11,31646.5,12304982,1.65,93.3
2015-08-01,100.21,32022.2,8276454,1.64,93.4
2015-09-01,99.95,32363.8,9303357,1.60,93.7
2015-10-01,100.08,32832.6,7816784,1.58,94.1
2015-11-01,99.81,33230.6,6514316,1.59,94.5
2015-12-01,100.14,33835.4,8164539,1.67,94.7
2016-01-01,100.34,33798.4,5190141,1.67,94.7
2016-02-01,101.12,33779.5,6008538,1.64,94.8
2016-03-01,100.86,33978.6,7298340,1.63,94.9
2016-04-01,101.09,34604.3,7413836,1.61,95.0
2016-05-01,101.16,35070.8,6155742,1.58,95.1
2016-06-01,101.04,35503.0,7978843,1.43,95.3
2016-07-01,100.73,35920.4,7073180,1.36,95.5
2016-08-01,101.01,36286.8,6241777,1.35,95.8
2016-09-01,101.63,36511.7,5074992,1.34,96.2
2016-10-01,101.82,36983.5,6391882,1.35,96.7
2016-11-01,101.61,37439.3,6705028,1.42,97.3
2016-12-01,101.78,37710.5,6888164,1.54,97.7
2017-01-01,102.64,37867.1,4748526,1.50,97.9
2017-02-01,102.92,38336.9,5527846,1.49,98.1
2017-03-01,102.85,38584.3,5437407,1.48,98.3
2017-04-01,102.76,38769.2,4788919,1.43,98.5
2017-05-01,103.00,39157.4,6892649,1.39,98.9
2017-06-01,102.59,39536.2,7178232,1.38,99.3
2017-07-01,102.69,39877.4,5428766,1.39,99.6
2017-08-01,103.21,40166.0,5198270,1.39,99.8
2017-09-01,103.57,40344.3,6614051,1.38,99.9
2017-10-01,103.69,40784.0,6441970,1.38,100.0
2017-11-01,102.84,41027.6,5155183,1.45,100.0
2017-12-01,103.08,41262.4,6842949,1.66,100.0
2018-01-01,103.58,41367.7,4448283,1.66,99.9
2018-02-01,104.43,41537.7,4833860,1.65,99.8
2018-03-01,104.46,41653.6,4865006,1.65,99.8
2018-04-01,104.76,41595.9,5033825,1.65,99.6
2018-05-01,104.59,41929.0,4290317,1.65,99.5
2018-06-01,104.43,42317.5,5295291,1.65,99.4
2018-07-01,104.13,42465.4,6975897,1.65,99.3
2018-08-01,104.98,42818.0,4244820,1.65,99.0
2018-09-01,105.96,43115.4,3585511,1.65,98.9
2018-10-01,106.15,43410.4,3516177,1.68,98.8
2018-11-01,105.15,43947.8,5187897,1.71,98.7
2018-12-01,104.79,44135.7,5047837,1.91,98.5
2019-01-01,104.89,44164.7,3552547,1.87,98.3
2019-02-01,105.26,44227.7,4593642,1.87,98.2
2019-03-01,105.08,44214.2,4911563,1.90,98.0
2019-04-01,105.38,44319.8,3900806,1.86,97.8
2019-05-01,105.36,44312.2,3126135,1.84,97.6
2019-06-01,105.29,44519.8,3197949,1.80,97.4
2019-07-01,105.02,44665.5,3190741,1.68,97.2
2019-08-01,105.15,45076.6,3157155,1.49,97.0
2019-09-01,105.76,45249.0,3785213,1.54,96.9
2019-10-01,105.70,45515.9,4597541,1.46,96.7
2019-11-01,105.21,45822.3,3478660,1.52,96.8
2019-12-01,105.39,45930.9,4749904,1.53,97.2
2020-01-01,105.92,45872.4,2732217,1.47,97.4
2020-02-01,105.93,45879.1,3741499,1.42,97.5
2020-03-01,105.63,46374.5,3701165,1.23,97.5
2020-04-01,105.14,46506.4,3550142,1.10,97.5
2020-05-01,104.93,46362.4,3472225,1.02,97.5
2020-06-01,104.97,46556.2,3511037,0.79,97.5
2020-07-01,104.93,46843.2,4768495,0.79,98.1
2020-08-01,105.56,47355.8,3299859,0.68,98.5
2020-09-01,106.10,48123.6,4147499,0.63,99.1
2020-10-01,105.57,48657.7,4504672,0.63,99.5
2020-11-01,105.43,49578.3,3507700,0.66,100.8
2020-12-01,105.61,50243.1,5125668,0.66,102.9
2008-01-01,83.198,12690.5,2450110,5.81,71.8
2008-02-01,83.667,12677.4,1564646,5.28,71.8
2008-03-01,84.370,12674.0,2308361,5.25,71.8
2008-04-01,85.074,12741.1,4426592,5.38,71.8
2008-05-01,85.777,12684.8,2764751,5.36,71.7
2008-06-01,86.480,12803.6,2328210,5.36,71.6
2008-07-01,87.182,12801.9,3706873,5.52,71.6
2008-08-01,87.105,12798.1,2765946,5.77,71.5
2008-09-01,86.792,12786.9,2274792,5.79,71.3
2008-10-01,86.636,12662.1,2587747,6.03,71.2
2008-11-01,86.245,12613.0,3469658,5.62,70.9
2008-12-01,86.167,12649.1,7814324,4.68,70.3
2009-01-01,86.167,12554.8,904537,3.22,69.8
2009-02-01,86.870,12502.4,1174718,2.70,69.3
2009-03-01,87.495,12452.2,1772973,2.45,69.1
2009-04-01,87.729,12385.8,1806060,2.42,68.9
2009-05-01,87.729,12509.8,1763833,2.41,68.9
2009-06-01,87.651,12575.7,3287041,2.41,68.8
2009-07-01,87.964,12498.7,2303239,2.41,68.9
2009-08-01,88.198,12567.6,3154749,2.48,68.9
2009-09-01,88.354,12601.8,4872123,2.64,69.1
2009-10-01,88.042,12661.8,2400028,2.79,69.2
2009-11-01,88.198,12677.5,3766780,2.79,69.4
2009-12-01,88.510,12784.0,14711344.1,2.82,69.5
2010-01-01,89.050,12732.8,1450384,2.88,69.5
2010-02-01,89.321,12732.7,1758272,2.88,69.6
2010-03-01,89.591,12743.4,3176281,2.83,69.6
2010-04-01,89.862,12764.9,3964877,2.51,69.8
2010-05-01,90.042,12820.1,5002321,2.45,69.8
2010-06-01,89.862,12811.7,3094576,2.45,69.8
2010-07-01,90.042,12909.7,2727988,2.58,69.8
2010-08-01,90.403,12851.7,2097611,2.63,69.9
2010-09-01,91.215,12892.2,2476765,2.66,70.0
2010-10-01,91.396,12948.8,2750731,2.66,70.1
2010-11-01,90.764,13016.7,6687698,2.73,70.4
2010-12-01,91.125,13030.1,16276236,2.80,70.6
2011-01-01,92.118,12952.9,3516173,2.93,70.8
2011-02-01,92.839,12994.1,2368383,3.13,71.3
2011-03-01,93.471,12927.3,3526572,3.35,72.0
2011-04-01,93.381,13075.7,5247208,3.40,72.8
2011-05-01,93.561,13176.4,4133207,3.46,72.9
2011-06-01,93.651,13257.8,3853649,3.53,73.5
2011-07-01,94.283,13393.9,4020599,3.59,74.0
2011-08-01,95.005,13470.1,6326208,3.59,74.5
2011-09-01,94.914,13549.0,5643380,3.58,75.2
2011-10-01,94.644,13708.4,5462021,3.58,75.7
2011-11-01,94.734,13837.5,3654836,3.56,76.5
2011-12-01,95.005,14000.8,8804754,3.55,76.9
2012-01-01,95.348,13940.5,3552949,3.55,78.1
2012-02-01,95.636,14047.8,3401704,3.53,78.4
2012-03-01,95.961,14078.7,4283486,3.54,78.8
2012-04-01,96.169,14203.6,4751129,3.54,79.1
2012-05-01,96.412,14257.9,4961001,3.54,79.3
2012-06-01,96.268,14366.0,4680642,3.54,79.4
2012-07-01,96.024,14393.8,4472888,3.34,79.4
2012-08-01,96.358,14512.2,3963046,3.19,79.7
2012-09-01,96.990,14597.2,5290110,3.14,79.8
2012-10-01,96.854,14648.8,4601583,2.93,80.0
2012-11-01,96.502,14722.1,4104397,2.85,80.2
2012-12-01,96.692,15108.7,11192992,2.88,80.7
2013-01-01,97.450,14981.6,2945686,2.86,81.1
2013-02-01,97.765,14935.2,2404310,2.83,81.3
2013-03-01,97.829,15098.2,3926408,2.81,81.5
2013-04-01,97.675,15207.0,3521984,2.80,82.2
2013-05-01,97.675,15299.8,3685630,2.72,82.8
2013-06-01,97.522,15606.7,3767757,2.69,83.6
2013-07-01,97.639,15671.6,4715541,2.68,84.5
2013-08-01,98.081,15787.9,3621269,2.66,85.1
2013-09-01,98.262,15961.8,3915858,2.66,85.5
2013-10-01,98.108,16088.1,3928986,2.66,86.1
2013-11-01,98.099,16297.9,6972515,2.65,86.8
2013-12-01,98.199,16645.9,6831807,2.65,87.8
2014-01-01,98.677,16702.0,2615653,2.65,88.9
2014-02-01,98.993,16882.8,7070212,2.65,89.5
2014-03-01,99.200,17092.0,4403977,2.65,90.0
2014-04-01,99.200,17388.1,5017842,2.65,90.4
2014-05-01,99.444,17570.8,4995748,2.65,90.8
2014-06-01,99.335,17898.8,5540901,2.65,90.9
2014-07-01,99.516,18256.6,5253200,2.65,91.1
2014-08-01,99.678,18669.5,6067172,2.52,91.4
2014-09-01,99.633,19046.9,4789876,2.35,91.8
2014-10-01,99.344,19449.0,5164423,2.21,92.2
2014-11-01,99.101,19846.6,4076561,2.14,92.8
2014-12-01,99.038,20211.0,5939491,2.13,93.3
2015-01-01,99.88,20432.7,3482658,2.13,93.8
2015-02-01,99.75,20825.5,4388918,2.12,94.2
2015-03-01,99.73,21111.6,6189392,1.95,94.7
2015-04-01,99.73,21569.4,6009986,1.81,95.5
